,price,propertyType,operation,size,exterior,rooms,bathrooms,province,municipality,distance,status,newDevelopment,floor,district,hasLift,parkingSpace,size_MinMax,distance_MinMax,outliers_ifo_0.01_100,outliers_ifo_0.01_400,outliers_ifo_0.01_1000,outliers_ifo_0.01_2000,outliers_ifo_0.05_100,outliers_ifo_0.05_400,outliers_ifo_0.05_1000,outliers_ifo_0.05_2000,outliers_ifo_0.1_100,outliers_ifo_0.1_400,outliers_ifo_0.1_1000,outliers_ifo_0.1_2000,outliers_lof_0.01_20,outliers_lof_0.01_35,outliers_lof_0.01_50,outliers_lof_0.05_20,outliers_lof_0.05_35,outliers_lof_0.05_50,outliers_lof_0.1_20,outliers_lof_0.1_35,outliers_lof_0.1_50
63,725.0,flat,rent,50.0,True,1,1,Madrid,Madrid,7708.0,good,False,2,Villaverde,True,desconocido,0.1612903225806451,0.1333912396078918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,750.0,flat,rent,95.0,True,3,1,Madrid,Alcalá de Henares,28483.0,good,False,8,Reyes Católicos,True,desconocido,0.4032258064516129,0.501657419389148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,700.0,penthouse,rent,30.0,True,1,1,Madrid,Madrid,12049.0,good,False,1,San Blas,True,desconocido,0.053763440860215,0.2103415879318597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,700.0,flat,rent,27.0,False,1,1,Madrid,Madrid,1391.0,good,False,3,Centro,False,desconocido,0.0376344086021505,0.0214135039795791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,650.0,flat,rent,59.0,True,2,1,Madrid,Alcalá de Henares,30562.0,good,False,1,Val,True,desconocido,0.2096774193548387,0.5385106269831422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,550.0,flat,rent,40.0,True,1,1,Madrid,Paracuellos de Jarama,17750.0,good,False,3,Casco Urbano,True,desconocido,0.1075268817204301,0.3113998546434332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,650.0,flat,rent,55.0,True,1,1,Madrid,Madrid,10296.0,good,False,4,San Blas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1881720430107527,0.1792671901866591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,750.0,flat,rent,65.0,True,2,1,Madrid,Madrid,5580.0,good,False,desconocido,Ciudad Lineal,True,desconocido,0.2419354838709677,0.0956694378955205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,725.0,flat,rent,70.0,True,2,1,Madrid,Madrid,4117.0,good,False,desconocido,Puente de Vallecas,True,desconocido,0.2688172043010753,0.0697356992182652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,700.0,flat,rent,80.0,True,1,1,Madrid,Alcalá de Henares,29460.0,good,False,1,Casco Histórico,False,desconocido,0.3225806451612903,0.51897612252495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,650.0,flat,rent,40.0,True,1,1,Madrid,Madrid,12224.0,good,False,bj,Barajas,True,desconocido,0.1075268817204301,0.213443709783206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,695.0,flat,rent,90.0,True,3,1,Madrid,Madrid,7729.0,good,False,desconocido,Villaverde,False,desconocido,0.3763440860215054,0.1337634942300533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
75,750.0,flat,rent,55.0,True,1,1,Madrid,Madrid,6017.0,good,False,desconocido,Ciudad Lineal,False,desconocido,0.1881720430107527,0.1034158793185967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,650.0,flat,rent,65.0,True,2,1,Madrid,Madrid,7559.0,good,False,desconocido,Latina,True,desconocido,0.2419354838709677,0.1307500044316026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,666.0,flat,rent,70.0,True,1,2,Madrid,Villanueva del Pardillo,24862.0,good,False,1,Los Llanos - Valle Pardo,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2688172043010753,0.4374700866821477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,750.0,flat,rent,78.0,True,2,2,Madrid,Alcalá de Henares,29976.0,good,False,desconocido,Ensanche,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3118279569892473,0.5281229503837769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,630.0,flat,rent,74.0,True,3,1,Madrid,El Molar,36483.0,good,False,desconocido,desconocido,True,desconocido,0.2903225806451613,0.6434687040221226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
80,635.0,studio,rent,55.0,True,0,1,Madrid,Leganés,14528.0,good,False,2,Valdepelayo - Montepinos - Arroyo Culebro,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1881720430107527,0.2542853597575027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
81,725.0,flat,rent,69.0,True,2,1,Madrid,Collado Villalba,35892.0,good,False,1,Dehesa - El Soto,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2634408602150537,0.6329923953698616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,750.0,flat,rent,35.0,False,1,1,Madrid,Madrid,859.0,good,False,1,Centro,False,desconocido,0.0806451612903225,0.0119830535514863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,690.0,flat,rent,65.0,True,2,1,Madrid,Madrid,4724.0,good,False,3,Puente de Vallecas,False,desconocido,0.2419354838709677,0.0804956304397922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
84,700.0,studio,rent,30.0,False,0,1,Madrid,Madrid,1041.0,good,False,2,Centro,True,desconocido,0.053763440860215,0.0152092602768865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,730.0,flat,rent,64.0,True,3,1,Madrid,Parla,20235.0,good,False,1,Pintores-Ferial,False,desconocido,0.2365591397849462,0.355449984932551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,750.0,flat,rent,51.0,True,1,1,Madrid,Madrid,3436.0,good,False,1,Carabanchel,True,desconocido,0.1666666666666666,0.0576640136138833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,750.0,flat,rent,48.0,False,1,1,Madrid,Tres Cantos,20526.0,good,False,4,Zona Estación- Centro,True,desconocido,0.1505376344086021,0.3606083704110754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,690.0,flat,rent,35.0,True,1,1,Madrid,Madrid,4802.0,good,False,desconocido,Tetuán,False,desconocido,0.0806451612903225,0.0818782904649637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
89,750.0,flat,rent,74.0,True,3,1,Madrid,Alcorcón,13017.0,good,False,4,Centro,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 50.0}",0.2903225806451613,0.2275007533724496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,700.0,duplex,rent,35.0,True,1,1,Madrid,Madrid,852.0,good,False,bj,Centro,False,desconocido,0.0806451612903225,0.0118589686774325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,720.0,flat,rent,42.0,True,1,1,Madrid,Madrid,8333.0,good,False,4,Hortaleza,True,desconocido,0.1182795698924731,0.1444702462198429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,595.0,flat,rent,55.0,True,1,1,Madrid,Quijorna,29699.0,good,False,1,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1881720430107527,0.52321273465336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,700.0,flat,rent,45.0,False,1,1,Madrid,Madrid,1113.0,good,False,1,Centro,False,desconocido,0.1344086021505376,0.0164855618385833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,500.0,flat,rent,45.0,True,1,1,Madrid,Valdemorillo,32188.0,good,False,desconocido,Valdemorillo pueblo,False,desconocido,0.1344086021505376,0.5673337705847944,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
95,700.0,flat,rent,75.0,True,2,1,Madrid,Aranjuez,43915.0,good,False,1,Nuevo Aranjuez-Ciudad de las Artes,False,desconocido,0.2956989247311828,0.7752113874461561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,675.0,duplex,rent,87.0,True,2,2,Madrid,Miraflores de la Sierra,44503.0,good,False,2,desconocido,False,desconocido,0.3602150537634409,0.7856345168666797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
97,650.0,flat,rent,45.0,True,1,1,Madrid,Pedrezuela,37741.0,good,False,bj,desconocido,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1344086021505376,0.6657685285306579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,750.0,studio,rent,55.0,True,0,1,Madrid,Madrid,918.0,good,False,2,Centro,True,desconocido,0.1881720430107527,0.0130289117756545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,720.0,studio,rent,45.0,True,0,1,Madrid,San Sebastián de los Reyes,15433.0,good,False,5,Vega de la Moraleja,True,desconocido,0.1344086021505376,0.2703277613316079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,624.0,flat,rent,45.0,True,1,1,Madrid,Valdemoro,24077.0,newdevelopment,True,desconocido,Hospital,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1344086021505376,0.4235548543775371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,633.0,flat,rent,45.0,True,1,1,Madrid,Valdemoro,24077.0,newdevelopment,True,desconocido,Hospital,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1344086021505376,0.4235548543775371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
102,640.0,studio,rent,33.0,True,0,1,Madrid,Madrid,11189.0,good,False,2,Villa de Vallecas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 40.0}",0.0698924731182795,0.1950968748338149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
103,645.0,flat,rent,84.0,True,2,2,Madrid,Aranjuez,43827.0,good,False,2,Nuevo Aranjuez-Ciudad de las Artes,True,desconocido,0.3440860215053763,0.7736514633151934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
104,750.0,flat,rent,46.0,False,1,1,Madrid,Madrid,1069.0,good,False,3,Centro,False,desconocido,0.1397849462365591,0.0157055997731019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,735.0,studio,rent,35.0,True,0,1,Madrid,Madrid,11088.0,good,False,1,Fuencarral,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.0806451612903225,0.1933065073653236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,600.0,flat,rent,55.0,True,1,1,Madrid,Daganzo de Arriba,25189.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.1881720430107527,0.4432666229415206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,750.0,flat,rent,75.0,True,3,1,Madrid,Madrid,8286.0,good,False,desconocido,Villaverde,False,desconocido,0.2956989247311828,0.1436371049226242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,600.0,penthouse,rent,25.0,True,1,1,Madrid,Madrid,183.0,good,False,5,Centro,True,desconocido,0.0268817204301075,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,705.0,flat,rent,48.0,True,1,1,Madrid,Madrid,11472.0,good,False,4,Villa de Vallecas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1505376344086021,0.2001134490277064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
110,650.0,flat,rent,62.0,True,2,1,Madrid,Guadarrama,43229.0,good,False,3,desconocido,False,desconocido,0.2258064516129032,0.7630510697888785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,700.0,duplex,rent,61.0,True,2,1,Madrid,Cobeña,23917.0,good,False,1,desconocido,False,desconocido,0.2204301075268817,0.4207186286848776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,650.0,studio,rent,40.0,False,0,1,Madrid,Madrid,5088.0,good,False,en,Tetuán,True,desconocido,0.1075268817204301,0.0869480438905925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,700.0,flat,rent,40.0,True,1,1,Madrid,Madrid,3076.0,good,False,bj,Latina,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1075268817204301,0.0512825058053994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,730.0,flat,rent,51.0,True,2,1,Madrid,Madrid,6767.0,good,False,4,Villaverde,False,desconocido,0.1666666666666666,0.1167106872529381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,750.0,flat,rent,50.0,True,2,1,Madrid,Madrid,8331.0,good,False,3,Villa de Vallecas,False,desconocido,0.1612903225806451,0.1444347933986847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,680.0,flat,rent,56.0,True,2,1,Madrid,Torrejón de Ardoz,19298.0,good,False,3,Noroeste,False,desconocido,0.1935483870967742,0.3388403382199138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
117,710.0,flat,rent,78.0,True,3,1,Madrid,Parla,21617.0,good,False,4,Fuentebella-San Felix-El Leguario,False,desconocido,0.3118279569892473,0.3799478843528974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0
118,720.0,flat,rent,47.0,True,2,1,Madrid,Madrid,7088.0,good,False,1,San Blas,False,desconocido,0.1451612903225806,0.1224008650488362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,750.0,studio,rent,43.0,True,0,1,Madrid,Madrid,5332.0,good,False,desconocido,Tetuán,True,desconocido,0.1236559139784946,0.0912732880718983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,695.0,studio,rent,40.0,True,0,1,Madrid,Madrid,12376.0,good,False,desconocido,Barajas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1075268817204301,0.2161381241912325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
121,630.0,flat,rent,54.0,True,1,2,Madrid,El Álamo,32432.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.1827956989247312,0.5716590147661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
122,750.0,flat,rent,90.0,True,3,1,Madrid,Algete,26401.0,good,False,desconocido,desconocido,True,desconocido,0.3763440860215054,0.4647510325634162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,730.0,flat,rent,50.0,True,1,1,Madrid,Madrid,8717.0,good,False,2,Villa de Vallecas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1612903225806451,0.1512771878822257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,600.0,flat,rent,90.0,True,3,1,Madrid,Valdemoro,25182.0,good,False,desconocido,Centro,True,desconocido,0.3763440860215054,0.4431425380674667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,650.0,studio,rent,45.0,True,0,1,Madrid,Madrid,5656.0,good,False,bj,Ciudad Lineal,True,desconocido,0.1344086021505376,0.0970166450995338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,750.0,flat,rent,38.0,False,1,1,Madrid,Madrid,470.0,good,False,bj,Centro,True,desconocido,0.0967741935483871,0.0050874798362079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,730.0,flat,rent,50.0,True,1,1,Madrid,Rivas-Vaciamadrid,16410.0,good,False,desconocido,Rivas Futura,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.1612903225806451,0.28764646446741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,735.0,studio,rent,30.0,True,0,1,Madrid,Madrid,11188.0,good,False,2,Fuencarral,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.053763440860215,0.1950791484232358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,610.0,flat,rent,72.0,False,1,1,Madrid,Pinto,19544.0,good,False,bj,San José - Buenos Aires,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.2795698924731183,0.3432010352223778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,580.0,chalet,rent,54.0,False,3,2,Madrid,Los Santos de la Humosa,39053.0,good,False,desconocido,desconocido,desconocido,desconocido,0.1827956989247312,0.6890255792104657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,725.0,flat,rent,50.0,True,1,1,Madrid,Villanueva del Pardillo,23787.0,good,False,en,Centro,False,desconocido,0.1612903225806451,0.4184141953095918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,750.0,flat,rent,48.0,True,1,1,Madrid,Madrid,5085.0,good,False,1,Carabanchel,False,desconocido,0.1505376344086021,0.0868948646588552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,750.0,flat,rent,70.0,True,3,1,Madrid,Alcalá de Henares,29660.0,good,False,2,San Isidro - Los Almendros,False,desconocido,0.2688172043010753,0.5225214046407743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,750.0,flat,rent,49.0,True,1,1,Madrid,Madrid,8465.0,good,False,7,Hortaleza,True,desconocido,0.1559139784946236,0.146810132416287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,730.0,flat,rent,60.0,True,3,1,Madrid,Parla,20948.0,good,False,3,Reyes,False,desconocido,0.2150537634408602,0.3680889156754648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,560.0,flat,rent,26.0,False,1,1,Madrid,Madrid,625.0,good,False,bj,Centro,False,desconocido,0.032258064516129,0.0078350734759718,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,700.0,studio,rent,23.0,True,0,1,Madrid,Madrid,1271.0,desconocido,desconocido,desconocido,desconocido,desconocido,desconocido,0.0161290322580645,0.0192863347100845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,750.0,flat,rent,80.0,True,3,1,Madrid,San Fernando de Henares,14991.0,good,False,2,Parque Roma - Coronas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",0.3225806451612903,0.2624926878556361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,730.0,flat,rent,70.0,True,3,1,Madrid,Pinto,18781.0,good,False,3,Parque Europa - Los Pitufos,False,desconocido,0.2688172043010753,0.3296757839505078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,730.0,flat,rent,52.0,True,2,1,Madrid,Madrid,8827.0,good,False,4,Vicálvaro,False,desconocido,0.1720430107526881,0.1532270930459291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,740.0,flat,rent,64.0,True,2,1,Madrid,Madrid,8365.0,good,False,3,Villaverde,False,desconocido,0.2365591397849462,0.1450374913583748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0
